Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
D3UXW9N6,conferencePaper,2019,"Joshi, Ameya; Mukherjee, Amitangshu; Sarkar, Soumik; Hegde, Chinmay",Semantic Adversarial Attacks: Parametric Transformations That Fool Deep Classifiers,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00487,https://ieeexplore.ieee.org/document/9010394/,"Deep neural networks have been shown to exhibit an intriguing vulnerability to adversarial input images corrupted with imperceptible perturbations. However, the majority of adversarial attacks assume global, ﬁne-grained control over the image pixel space. In this paper, we consider a different setting: what happens if the adversary could only alter speciﬁc attributes of the input image? These would generate inputs that might be perceptibly different, but still natural-looking and enough to fool a classiﬁer. We propose a novel approach to generate such “semantic” adversarial examples by optimizing a particular adversarial loss over the range-space of a parametric conditional generative model. We demonstrate implementations of our attacks on binary classiﬁers trained on face images, and show that such natural-looking semantic adversarial examples exist. We evaluate the effectiveness of our attack on synthetic and real data, and present detailed comparisons with existing attack methods. We supplement our empirical results with theoretical bounds that demonstrate the existence of such parametric adversarial examples.",Oct-19,2020/7/19 2:22,2020/7/19 2:22,2020/7/19 2:22,4772-4782,,,,,,Semantic Adversarial Attacks,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\AT98ITH4\Joshi 等。 - 2019 - Semantic Adversarial Attacks Parametric Transform.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
9U9L626L,journalArticle,,"Li, Jie; Ji, Rongrong; Liu, Hong; Hong, Xiaopeng; Gao, Yue; Tian, Qi",Universal Perturbation Attack Against Image Retrieval,,,,,,"Universal adversarial perturbations (UAPs), a.k.a. input-agnostic perturbations, has been proved to exist and be able to fool cutting-edge deep learning models on most of the data samples. Existing UAP methods mainly focus on attacking image classiﬁcation models. Nevertheless, little attention has been paid to attacking image retrieval systems. In this paper, we make the ﬁrst attempt in attacking image retrieval systems. Concretely, image retrieval attack is to make the retrieval system return irrelevant images to the query at the top ranking list. It plays an important role to corrupt the neighbourhood relationships among features in image retrieval attack. To this end, we propose a novel method to generate retrieval-against UAP to break the neighbourhood relationships of image features via degrading the corresponding ranking metric. To expand the attack method to scenarios with varying input sizes or untouchable network parameters, a multi-scale random resizing scheme and a ranking distillation strategy are proposed. We evaluate the proposed method on four widely-used image retrieval datasets, and report a signiﬁcant performance drop in terms of different metrics, such as mAP and mP@10. Finally, we test our attack methods on the real-world visual search engine, i.e., Google Images, which demonstrates the practical potentials of our methods.",,2020/7/19 2:32,2020/7/19 2:32,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\KKS34PRD\Li 等。 - Universal Perturbation Attack Against Image Retrie.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXZKXJ5T,conferencePaper,2019,"Liu, Yujia; Moosavi-Dezfooli, Seyed-Mohsen; Frossard, Pascal",A Geometry-Inspired Decision-Based Attack,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00499,https://ieeexplore.ieee.org/document/9010924/,"Deep neural networks have recently achieved tremendous success in image classiﬁcation. Recent studies have however shown that they are easily misled into incorrect classiﬁcation decisions by adversarial examples. Adversaries can even craft attacks by querying the model in blackbox settings, where no information about the model is released except its ﬁnal decision. Such decision-based attacks usually require lots of queries, while real-world image recognition systems might actually restrict the number of queries. In this paper, we propose qFool, a novel decisionbased attack algorithm that can generate adversarial examples using a small number of queries. The qFool method can drastically reduce the number of queries compared to previous decision-based attacks while reaching the same quality of adversarial examples. We also enhance our method by constraining adversarial perturbations in low-frequency subspace, which can make qFool even more computationally efﬁcient. Altogether, we manage to fool commercial image recognition systems with a small number of queries, which demonstrates the actual effectiveness of our new algorithm in practice.",Oct-19,2020/7/19 2:33,2020/7/19 2:33,2020/7/19 2:33,4889-4897,,,,,,,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\63GT8QBI\Liu 等。 - 2019 - A Geometry-Inspired Decision-Based Attack.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
RVB8NXCG,conferencePaper,2019,"Liu, Hong; Ji, Rongrong; Li, Jie; Zhang, Baochang; Gao, Yue; Wu, Yongjian; Huang, Feiyue",Universal Adversarial Perturbation via Prior Driven Uncertainty Approximation,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00303,https://ieeexplore.ieee.org/document/9008259/,"Deep learning models have shown their vulnerabilities to universal adversarial perturbations (UAP), which are quasi-imperceptible. Compared to the conventional supervised UAPs that suffer from the knowledge of training data, the data-independent unsupervised UAPs are more applicable. Existing unsupervised methods fail to take advantage of the model uncertainty to produce robust perturbations. In this paper, we propose a new unsupervised universal adversarial perturbation method, termed as Prior Driven Uncertainty Approximation (PD-UA), to generate a robust UAP by fully exploiting the model uncertainty. Speciﬁcally, a Monte Carlo sampling method is deployed to activate more neurons to increase the model uncertainty for a better adversarial perturbation. Thereafter, a textural bias prior revealing a statistical uncertainty is proposed, which helps to improve the attacking performance. The UAP is crafted by the stochastic gradient descent algorithm with a boosted momentum optimizer, and a Laplacian pyramid frequency model is ﬁnally used to maintain the statistical uncertainty. Extensive experiments demonstrate that our method achieves well attacking performances on the ImageNet validation set, and signiﬁcantly improves the fooling rate compared with the state-of-the-art methods.",Oct-19,2020/7/19 2:35,2020/7/19 2:35,2020/7/19 2:35,2941-2949,,,,,,,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\M6UVHEAV\Liu 等。 - 2019 - Universal Adversarial Perturbation via Prior Drive.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
3674BJ5Q,conferencePaper,2019,"Mustafa, Aamir; Khan, Salman; Hayat, Munawar; Goecke, Roland; Shen, Jianbing; Shao, Ling",Adversarial Defense by Restricting the Hidden Space of Deep Neural Networks,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00348,https://ieeexplore.ieee.org/document/9010713/,"Deep neural networks are vulnerable to adversarial attacks, which can fool them by adding minuscule perturbations to the input images. The robustness of existing defenses suffers greatly under white-box attack settings, where an adversary has full knowledge about the network and can iterate several times to ﬁnd strong perturbations. We observe that the main reason for the existence of such perturbations is the close proximity of different class samples in the learned feature space. This allows model decisions to be totally changed by adding an imperceptible perturbation in the inputs. To counter this, we propose to class-wise disentangle the intermediate feature representations of deep networks. Speciﬁcally, we force the features for each class to lie inside a convex polytope that is maximally separated from the polytopes of other classes. In this manner, the network is forced to learn distinct and distant decision regions for each class. We observe that this simple constraint on the features greatly enhances the robustness of learned models, even against the strongest white-box attacks, without degrading the classiﬁcation performance on clean images. We report extensive evaluations in both black-box and whitebox attack scenarios and show signiﬁcant gains in comparison to state-of-the art defenses1.",Oct-19,2020/7/19 2:40,2020/7/19 2:40,2020/7/19 2:40,3384-3393,,,,,,,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\44CQ3TQJ\Mustafa 等。 - 2019 - Adversarial Defense by Restricting the Hidden Spac.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
PTAN3KDV,conferencePaper,2019,"Peterson, Joshua; Battleday, Ruairidh; Griffiths, Thomas; Russakovsky, Olga",Human Uncertainty Makes Classification More Robust,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00971,https://ieeexplore.ieee.org/document/9010969/,"The classiﬁcation performance of deep neural networks has begun to asymptote at near-perfect levels. However, their ability to generalize outside the training set and their robustness to adversarial attacks have not. In this paper, we make progress on this problem by training with full label distributions that reﬂect human perceptual uncertainty. We ﬁrst present a new benchmark dataset which we call CIFAR10H, containing a full distribution of human labels for each image of the CIFAR10 test set. We then show that, while contemporary classiﬁers fail to exhibit human-like uncertainty on their own, explicit training on our dataset closes this gap, supports improved generalization to increasingly out-of-training-distribution test datasets, and confers robustness to adversarial attacks.",Oct-19,2020/7/19 2:43,2020/7/19 2:43,2020/7/19 2:43,9616-9625,,,,,,,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\XAJQXE76\Peterson 等。 - 2019 - Human Uncertainty Makes Classification More Robust.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
6UTFU7PJ,conferencePaper,2019,"Rakin, Adnan Siraj; He, Zhezhi; Fan, Deliang",Bit-Flip Attack: Crushing Neural Network With Progressive Bit Search,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00130,https://ieeexplore.ieee.org/document/9009040/,,Oct-19,2020/7/19 2:45,2020/7/19 2:45,2020/7/19 2:45,1211-1220,,,,,,Bit-Flip Attack,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\XZDCDHVT\Rakin 等。 - 2019 - Bit-Flip Attack Crushing Neural Network With Prog.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
N4QWK2VT,conferencePaper,2019,"Ranjan, Anurag; Janai, Joel; Geiger, Andreas; Black, Michael",Attacking Optical Flow,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00249,https://ieeexplore.ieee.org/document/9010809/,"Deep neural nets achieve state-of-the-art performance on the problem of optical ﬂow estimation. Since optical ﬂow is used in several safety-critical applications like selfdriving cars, it is important to gain insights into the robustness of those techniques. Recently, it has been shown that adversarial attacks easily fool deep neural networks to misclassify objects. The robustness of optical ﬂow networks to adversarial attacks, however, has not been studied so far. In this paper, we extend adversarial patch attacks to optical ﬂow networks and show that such attacks can compromise their performance. We show that corrupting a small patch of less than 1% of the image size can signiﬁcantly affect optical ﬂow estimates. Our attacks lead to noisy ﬂow estimates that extend signiﬁcantly beyond the region of the attack, in many cases even completely erasing the motion of objects in the scene. While networks using an encoder-decoder architecture are very sensitive to these attacks, we found that networks using a spatial pyramid architecture are less affected. We analyse the success and failure of attacking both architectures by visualizing their feature maps and comparing them to classical optical ﬂow techniques which are robust to these attacks. We also demonstrate that such attacks are practical by placing a printed pattern into real scenes.",Oct-19,2020/7/19 2:45,2020/7/19 2:45,2020/7/19 2:45,2404-2413,,,,,,,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\YM98AAL7\Ranjan 等。 - 2019 - Attacking Optical Flow.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
96BLT2DP,conferencePaper,2019,"Sabokrou, Mohammad; Khalooei, Mohammad; Adeli, Ehsan",Self-Supervised Representation Learning via Neighborhood-Relational Encoding,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00810,https://ieeexplore.ieee.org/document/9010354/,"In this paper, we propose a novel self-supervised representation learning by taking advantage of a neighborhoodrelational encoding (NRE) among the training data. Conventional unsupervised learning methods only focused on training deep networks to understand the primitive characteristics of the visual data, mainly to be able to reconstruct the data from a latent space. They often neglected the relation among the samples, which can serve as an important metric for self-supervision. Different from the previous work, NRE aims at preserving the local neighborhood structure on the data manifold. Therefore, it is less sensitive to outliers. We integrate our NRE component with an encoder-decoder structure for learning to represent samples considering their local neighborhood information. Such discriminative and unsupervised representation learning scheme is adaptable to different computer vision tasks due to its independence from intense annotation requirements. We evaluate our proposed method for different tasks, including classiﬁcation, detection, and segmentation based on the learned latent representations. In addition, we adopt the auto-encoding capability of our proposed method for applications like defense against adversarial example attacks and video anomaly detection. Results conﬁrm the performance of our method is better or at least comparable with the state-of-the-art for each speciﬁc application, but with a generic and self-supervised approach.",Oct-19,2020/7/19 2:46,2020/7/19 2:46,2020/7/19 2:46,8009-8018,,,,,,,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\J4BV2ZE9\Sabokrou 等。 - 2019 - Self-Supervised Representation Learning via Neighb.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
YD2AMBZ3,conferencePaper,2019,"Subramanya, Akshayvarun; Pillai, Vipin; Pirsiavash, Hamed",Fooling Network Interpretation in Image Classification,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00211,https://ieeexplore.ieee.org/document/9010911/,"Deep neural networks have been shown to be fooled rather easily using adversarial attack algorithms. Practical methods such as adversarial patches have been shown to be extremely effective in causing misclassiﬁcation. However, these patches are highlighted using standard network interpretation algorithms, thus revealing the identity of the adversary. We show that it is possible to create adversarial patches which not only fool the prediction, but also change what we interpret regarding the cause of the prediction. Moreover, we introduce our attack as a controlled setting to measure the accuracy of interpretation algorithms. We show this using extensive experiments for Grad-CAM interpretation that transfers to occluding patch interpretation as well. We believe our algorithms can facilitate developing more robust network interpretation tools that truly explain the network’s underlying decision making process.",Oct-19,2020/7/19 2:51,2020/7/19 2:51,2020/7/19 2:51,2020-2029,,,,,,,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\GPELLND2\Subramanya 等。 - 2019 - Fooling Network Interpretation in Image Classifica.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
WU4Y6RK3,conferencePaper,2019,"Tolias, Giorgos; Radenovic, Filip; Chum, Ondrej",Targeted Mismatch Adversarial Attack: Query With a Flower to Retrieve the Tower,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00514,https://ieeexplore.ieee.org/document/9008294/,"Access to online visual search engines implies sharing of private user content – the query images. We introduce the concept of targeted mismatch attack for deep learning based retrieval systems to generate an adversarial image to conceal the query image. The generated image looks nothing like the user intended query, but leads to identical or very similar retrieval results. Transferring attacks to fully unseen networks is challenging. We show successful attacks to partially unknown systems, by designing various loss functions for the adversarial image construction. These include loss functions, for example, for unknown global pooling operation or unknown input resolution by the retrieval system. We evaluate the attacks on standard retrieval benchmarks and compare the results retrieved with the original and adversarial image.",Oct-19,2020/7/19 2:53,2020/7/19 2:53,2020/7/19 2:53,5036-5045,,,,,,Targeted Mismatch Adversarial Attack,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\SWPJPGWR\Tolias 等。 - 2019 - Targeted Mismatch Adversarial Attack Query With a.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
MHAZM997,conferencePaper,2019,"Wang, Zhibo; Zheng, Siyan; Song, Mengkai; Wang, Qian; Rahimpour, Alireza; Qi, Hairong",advPattern: Physical-World Attacks on Deep Person Re-Identification via Adversarially Transformable Patterns,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00843,https://ieeexplore.ieee.org/document/9008244/,"Person re-identiﬁcation (re-ID) is the task of matching person images across camera views, which plays an important role in surveillance and security applications. Inspired by great progress of deep learning, deep re-ID models began to be popular and gained state-of-the-art performance. However, recent works found that deep neural networks (DNNs) are vulnerable to adversarial examples, posing potential threats to DNNs based applications. This phenomenon throws a serious question about whether deep re-ID based systems are vulnerable to adversarial attacks.",Oct-19,2020/7/19 2:54,2020/7/19 2:54,2020/7/19 2:54,8340-8349,,,,,,advPattern,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\69VTB3N3\Wang 等。 - 2019 - advPattern Physical-World Attacks on Deep Person .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
UMF2CUCR,conferencePaper,2019,"Wang, Jianyu; Zhang, Haichao",Bilateral Adversarial Training: Towards Fast Training of More Robust Models Against Adversarial Attacks,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00673,https://ieeexplore.ieee.org/document/9009088/,"In this paper, we study fast training of adversarially robust models. From the analyses of the state-of-the-art defense method, i.e., the multi-step adversarial training [34], we hypothesize that the gradient magnitude links to the model robustness. Motivated by this, we propose to perturb both the image and the label during training, which we call Bilateral Adversarial Training (BAT). To generate the adversarial label, we derive an closed-form heuristic solution. To generate the adversarial image, we use one-step targeted attack with the target label being the most confusing class. In the experiment, we ﬁrst show that random start and the most confusing target attack effectively prevent the label leaking and gradient masking problem. Then coupled with the adversarial label part, our model significantly improves the state-of-the-art results. For example, against PGD100 white-box attack with cross-entropy loss, on CIFAR10, we achieve 63.7% versus 47.2%; on SVHN, we achieve 59.1% versus 42.1%. At last, the experiment on the very (computationally) challenging ImageNet dataset further demonstrates the effectiveness of our fast method.",Oct-19,2020/7/19 2:55,2020/7/19 2:55,2020/7/19 2:55,6628-6637,,,,,,Bilateral Adversarial Training,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\5LW9EIAP\Wang 和 Zhang - 2019 - Bilateral Adversarial Training Towards Fast Train.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
MSCVPKI6,conferencePaper,2019,"Wiyatno, Rey; Xu, Anqi",Physical Adversarial Textures That Fool Visual Object Tracking,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00492,https://ieeexplore.ieee.org/document/9009841/,"We present a method for creating inconspicuous-looking textures that, when displayed as posters in the physical world, cause visual object tracking systems to become confused. As a target being visually tracked moves in front of such a poster, its adversarial texture makes the tracker lock onto it, thus allowing the target to evade. This adversarial attack evaluates several optimization strategies for fooling seldom-targeted regression models: non-targeted, targeted, and a newly-coined family of guided adversarial losses. Also, while we use the Expectation Over Transformation (EOT) algorithm to generate physical adversaries that fool tracking models when imaged under diverse conditions, we compare the impacts of different scene variables to ﬁnd practical attack setups with high resulting adversarial strength and convergence speed. We further showcase that textures optimized using simulated scenes can confuse real-world tracking systems for cameras and robots.",Oct-19,2020/7/19 2:58,2020/7/19 2:58,2020/7/19 2:58,4821-4830,,,,,,,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\UYCFQIV5\Wiyatno 和 Xu - 2019 - Physical Adversarial Textures That Fool Visual Obj.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
KRBEJFP9,conferencePaper,2019,"Xiao, Chaowei; Deng, Ruizhi; Li, Bo; Lee, Taesung; Edwards, Benjamin; Yi, Jinfeng; Song, Dawn; Liu, Mingyan; Molloy, Ian",AdvIT: Adversarial Frames Identifier Based on Temporal Consistency in Videos,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00407,https://ieeexplore.ieee.org/document/9010733/,"Deep neural networks (DNNs) have been widely applied in various applications. However, DNNs are found to be vulnerable to adversarial examples. While several defense and detection approaches are proposed for static image classiﬁcation, many security-critical tasks use videos as their input and require efﬁcient processing. In this paper, we propose an efﬁcient and effective method AdvIT to detect adversarial frames within videos against different types of attacks based on temporal consistency property of videos. In particular, we apply optical ﬂow estimation to the target and previous frames to generate pseudo frames and evaluate the consistency of the learner output between these pseudo frames and target. High inconsistency indicates that the target frame is adversarial. We conduct extensive experiments on various learning tasks including video semantic segmentation, human pose estimation, object detection, and action recognition, and demonstrate that we can achieve above 95% adversarial frame detection rate. To consider adaptive attackers, we show that even if an adversary has access to the detector and performs a strong adaptive attack based on the state of the art expectation of transformation method, the detection rate stays almost the same. We also tested the transferability among different optical ﬂow estimators and show that it is hard for attackers to attack one and transfer the perturbation to others. In addition, as efﬁciency is important in video analysis, we show that AdvIT can achieve real-time detection.",Oct-19,2020/7/19 2:59,2020/7/19 2:59,2020/7/19 2:59,3967-3976,,,,,,AdvIT,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\IR63WNQ7\Xiao 等。 - 2019 - AdvIT Adversarial Frames Identifier Based on Temp.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
N7TKA6EE,journalArticle,,"Ye, Shaokai; Xu, Kaidi; Liu, Sijia; Cheng, Hao; Lambrechts, Jan-Henrik; Zhang, Huan; Zhou, Aojun; Ma, Kaisheng; Wang, Yanzhi; Lin, Xue","Adversarial Robustness vs. Model Compression, or Both?",,,,,,"It is well known that deep neural networks (DNNs) are vulnerable to adversarial attacks, which are implemented by adding crafted perturbations onto benign examples. Min-max robust optimization based adversarial training can provide a notion of security against adversarial attacks. However, adversarial robustness requires a signiﬁcantly larger capacity of the network than that for the natural training with only benign examples. This paper proposes a framework of concurrent adversarial training and weight pruning that enables model compression while still preserving the adversarial robustness and essentially tackles the dilemma of adversarial training. Furthermore, this work studies two hypotheses about weight pruning in the conventional setting and ﬁnds that weight pruning is essential for reducing the network model size in the adversarial setting; training a small model from scratch even with inherited initialization from the large model cannot achieve neither adversarial robustness nor high standard accuracy. Code is available at https://github.com/yeshaokai/ Robustness-Aware-Pruning-ADMM .",,2020/7/19 3:03,2020/7/19 3:03,,10,,,,,,,,,,,,,en,,,,,Zotero,,,,"C:\Users\zhbli\Zotero\storage\MD3B47RA\Ye 等。 - Adversarial Robustness vs. Model Compression, or B.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZ28PKAJ,conferencePaper,2019,"Zhang, Haichao; Wang, Jianyu",Towards Adversarially Robust Object Detection,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00051,https://ieeexplore.ieee.org/document/9009990/,"Object detection is an important vision task and has emerged as an indispensable component in many vision system, rendering its robustness as an increasingly important performance factor for practical applications. While object detection models have been demonstrated to be vulnerable against adversarial attacks by many recent works, very few efforts have been devoted to improving their robustness. In this work, we take an initial attempt towards this direction. We ﬁrst revisit and systematically analyze object detectors and many recently developed attacks from the perspective of model robustness. We then present a multi-task learning perspective of object detection and identify an asymmetric role of task losses. We further develop an adversarial training approach which can leverage the multiple sources of attacks for improving the robustness of detection models. Extensive experiments on PASCAL-VOC and MS-COCO veriﬁed the effectiveness of the proposed approach.",Oct-19,2020/7/19 3:06,2020/7/19 3:06,2020/7/19 3:06,421-430,,,,,,,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\2RV9ZZBU\Zhang 和 Wang - 2019 - Towards Adversarially Robust Object Detection.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
YDSEN7C4,conferencePaper,2019,"Zhao, Pu; Liu, Sijia; Chen, Pin-Yu; Hoang, Nghia; Xu, Kaidi; Kailkhura, Bhavya; Lin, Xue",On the Design of Black-Box Adversarial Examples by Leveraging Gradient-Free Optimization and Operator Splitting Method,2019 IEEE/CVF International Conference on Computer Vision (ICCV),978-1-72814-803-8,,10.1109/ICCV.2019.00021,https://ieeexplore.ieee.org/document/9009069/,"Robust machine learning is currently one of the most prominent topics which could potentially help shaping a future of advanced AI platforms that not only perform well in average cases but also in worst cases or adverse situations. Despite the long-term vision, however, existing studies on black-box adversarial attacks are still restricted to very speciﬁc settings of threat models (e.g., single distortion metric and restrictive assumption on target model’s feedback to queries) and/or suffer from prohibitively high query complexity. To push for further advances in this ﬁeld, we introduce a general framework based on an operator splitting method, the alternating direction method of multipliers (ADMM) to devise efﬁcient, robust black-box attacks that work with various distortion metrics and feedback settings without incurring high query complexity. Due to the black-box nature of the threat model, the proposed ADMM solution framework is integrated with zeroth-order (ZO) optimization and Bayesian optimization (BO), and thus is applicable to the gradient-free regime. This results in two new black-box adversarial attack generation methods, ZOADMM and BO-ADMM. Our empirical evaluations on image classiﬁcation datasets show that our proposed approaches have much lower function query complexities compared to state-of-the-art attack methods, but achieve very competitive attack success rates. Codes are available at https: //github.com/LinLabNEU/Blackbox_ADMM .",Oct-19,2020/7/19 3:07,2020/7/19 3:07,2020/7/19 3:07,121-130,,,,,,,,,,,IEEE,"Seoul, Korea (South)",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\YY2LHRPR\Zhao 等。 - 2019 - On the Design of Black-Box Adversarial Examples by.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,,,,,,,,,,,
