Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
5,"N Mubariz, S Mumtaz, ...","Optimization of Person Re-Identification through Visual Descriptors.",2018,"VISIGRAPP (4 …","research.birmingham.ac.uk","https://research.birmingham.ac.uk/portal/files/75449319/Mubariz_et_al_Optimization_of_person_re_identification_through_visual_descriptors_Proceedings_of_the_13th_International_Joint_Conference_on_Computer_Vision_Imaging_and_Computer_Graphics_Theory_and_Applications_Volume_4_VISAPP_2018.pdf","https://scholar.google.com/scholar?cites=2689719008346137303&as_sdt=2005&sciodt=0,5&hl=en",560,"2020-02-26 15:55:41","PDF","","","",,,,,5,2.50,2,3,2,"Person re-identification is a complex computer vision task which provides authorities a valuable tool for maintaining high level security. In surveillance applications, human appearance is considered critical since it possesses high discriminating power. Many re …"
5,"A Barman, SK Shah","Distance aggregation based score fusion for improving person re-identification",2017,"2017 IEEE International Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7943446/","https://scholar.google.com/scholar?cites=13719840810125622660&as_sdt=2005&sciodt=0,5&hl=en",561,"2020-02-26 15:55:41","","","","",,,,,5,1.67,3,2,3,"Person re-identification is an important problem for automated video-based surveillance. Person re-identification is the problem of identifying a person over multiple cameras with varying viewpoints at different locations and different points of time. The most common …"
5,"C Yuan, C Xu, T Wang, F Liu, Z Zhao, P Feng, ...","Deep multi-instance learning for end-to-end person re-identification",2018,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-017-4896-2","https://scholar.google.com/scholar?cites=917536890310526748&as_sdt=2005&sciodt=0,5&hl=en",562,"2020-02-26 15:55:41","","","","",,,,,5,2.50,1,7,2,"In this paper, we introduce a deep multi-instance learning framework to boost the instance-level person re-identification performance. Motivated by the observation of considerably dramatic and complex varieties of visual appearances in many current person re …"
5,"R Prates, CRS Dutra, ...","Predominant color name indexing structure for person re-identification",2016,"2016 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7532463/","https://scholar.google.com/scholar?cites=728831650931024054&as_sdt=2005&sciodt=0,5&hl=en",563,"2020-02-26 15:55:41","","","","",,,,,5,1.25,2,3,4,"The automation of surveillance systems is important to allow real-time analysis of critical events, crime investigation and prevention. A crucial step in the surveillance systems is the person re-identification (Re-ID) which aims at maintaining the identity of agents in non …"
5,"C Sun, N Jiang, L Zhang, Y Wang, W Wu, ...","Unified framework for joint attribute classification and person re-identification",2018,"… Conference on Artificial …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-01418-6_63","https://scholar.google.com/scholar?cites=3545514350171887510&as_sdt=2005&sciodt=0,5&hl=en",564,"2020-02-26 15:55:41","","","","",,,,,5,2.50,1,6,2,"Person re-identification (re-id) is an essential task in video surveillance. Existing approaches mainly concentrate on extracting useful appearance features from deep convolutional neural networks. However, they don't utilize or only partially utilize semantic information such as …"
5,"S Karanam, Z Wu, RJ Radke","Learning affine hull representations for multi-shot person re-identification",2017,"IEEE Transactions on Circuits …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7994636/","https://scholar.google.com/scholar?cites=3566720787139937774&as_sdt=2005&sciodt=0,5&hl=en",567,"2020-02-26 15:55:41","","","","",,,,,5,1.67,2,3,3,"We consider the person re-identification problem, assuming the availability of a sequence of images for each person, commonly referred to as video-based or multi-shot re-identification. We approach this problem from the perspective of learning discriminative distance metric …"
5,"W Van Ranst, F De Smedt, J Berte, ...","Fast simultaneous people detection and re-identification in a single shot network",2018,"2018 15th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8639489/","https://scholar.google.com/scholar?cites=2923666836884132439&as_sdt=2005&sciodt=0,5&hl=en",568,"2020-02-26 15:55:41","","","","",,,,,5,2.50,1,4,2,"A traditional re-identification pipeline consists of a detection and re-identification step, ie a person detector is run on an input image to get a cutout which is then sent to a separate re-identification system. In this work we combine detection and re-identification into one single …"
5,"FM Khan, F Brémond","Person re-identification for real-world surveillance systems",2016,"arXiv preprint arXiv:1607.05975","arxiv.org","https://arxiv.org/abs/1607.05975","https://scholar.google.com/scholar?cites=10377486155561192378&as_sdt=2005&sciodt=0,5&hl=en",569,"2020-02-26 15:55:41","","","","",,,,,5,1.25,3,2,4,"Appearance based person re-identification in a real-world video surveillance system with non-overlapping camera views is a challenging problem for many reasons. Current state-of-the-art methods often address the problem by relying on supervised learning of similarity …"
5,"F Fergnani, S Alletto, G Serra, J De Mira, ...","Body part based re-identification from an egocentric perspective",2016,"Proceedings of the …","cv-foundation.org","https://www.cv-foundation.org/openaccess/content_cvpr_2016_workshops/w13/html/Fergnani_Body_Part_Based_CVPR_2016_paper.html","https://scholar.google.com/scholar?cites=16665241173941797105&as_sdt=2005&sciodt=0,5&hl=en",570,"2020-02-26 15:55:41","","","","",,,,,5,1.25,1,5,4,"With the spread of wearable cameras, many applications ranging from social tagging to video summarization would greatly benefit from people re-identification methods capable of dealing with the egocentric perspective. In this regard, first-person camera views present …"
5,"A Bhuiyan, A Perina, V Murino","Exploiting multiple detections for person re-identification",2018,"Journal of Imaging","mdpi.com","https://www.mdpi.com/2313-433X/4/2/28","https://scholar.google.com/scholar?cites=2610782816941401312&as_sdt=2005&sciodt=0,5&hl=en",576,"2020-02-26 15:55:41","","","","",,,,,5,2.50,2,3,2,"Re-identification systems aim at recognizing the same individuals in multiple cameras, and one of the most relevant problems is that the appearance of same individual varies across cameras due to illumination and viewpoint changes. This paper proposes the use of …"
5,"J Li, S Zhang, J Wang, W Gao, ...","Lvreid: person re-identification with long sequence videos",2017,"arXiv preprint arXiv …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/df45/ca54171804193c0b499e8f3d282cc8b06998.pdf","https://scholar.google.com/scholar?cites=18398185836479876413&as_sdt=2005&sciodt=0,5&hl=en",577,"2020-02-26 15:55:41","PDF","","","",,,,,5,1.67,1,5,3,"This paper mainly establishes a large-scale Long sequence Video database for person re-IDentification (LVreID). Different from existing datasets, LVreID presents many important new features.(1) long sequences: the average sequence length is 200 frames, which convey …"
5,"C Yuan, J Guo, P Feng, Z Zhao, C Xu, T Wang, G Choe, ...","A jointly learned deep embedding for person re-identification",2019,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231218313389","https://scholar.google.com/scholar?cites=11974178853925070663&as_sdt=2005&sciodt=0,5&hl=en",579,"2020-02-26 15:55:41","","","","",,,,,5,5.00,1,8,1,"Person re-identification (ReID) is an importance study issue in the modern video surveillance area. However, it is very challenging due to the large variations of intra-class and the small variations of inter-class. To solve the problem, most deep ReID methods …"
5,"B Hadjkacem, W Ayedi, M Abid, ...","LBP based Spatio-Temporal Covariance Descriptor for People Re-identification.",2016,"Journal of Information …","search.ebscohost.com","http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15541010&AN=113856466&h=2y4asFLJWYEI4g3YYPFgjPlOP4c5QP1z7lMCtgOQgB3GC8ti%2BSWkpEqHe7UyjHUkr7Ah0svUf8BiZiWWBAiH2g%3D%3D&crl=c","https://scholar.google.com/scholar?cites=2592219336347320451&as_sdt=2005&sciodt=0,5&hl=en",580,"2020-02-26 15:55:41","","","","",,,,,5,1.25,1,4,4,"Multi-shot people re-identification in non overlapping camera networks is a major challenge. In this paper, we present a spatio-temporal covariance (STCovariance) descriptor which considers groups of pictures to implicitly encode the described human motion by the …"
5,"KB Low, UU Sheikh","Learning hierarchical representation using siamese convolution neural network for human re-identification",2015,"2015 Tenth International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7381875/","https://scholar.google.com/scholar?cites=1439347211910464240&as_sdt=2005&sciodt=0,5&hl=en",582,"2020-02-26 15:55:41","","","","",,,,,5,1.00,3,2,5,"Human re-identification is to match a pair of humans appearing in different cameras with non-overlapping views. However, in order to achieve this task, we need to overcome several challenges such as variations in lighting, viewpoint, pose and colour. In this paper, we …"
5,"A Feizi","High-level feature extraction for classification and person re-identification",2017,"IEEE Sensors Journal","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8049283/","https://scholar.google.com/scholar?cites=8735532000148820892&as_sdt=2005&sciodt=0,5&hl=en",585,"2020-02-26 15:55:41","","","","",,,,,5,1.67,5,1,3,"The need to understand behaviors and identify individuals across surveillance cameras has led to a growing interest in research on feature extraction. High-level feature extraction aims at discriminating behaviors and individuals with high accuracy. In this paper, instead of …"
5,"E Fendri, M Frikha, M Hammami","Multi-level semantic appearance representation for person re-identification system",2018,"Pattern Recognition Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167865517303586","https://scholar.google.com/scholar?cites=10980213756509547170&as_sdt=2005&sciodt=0,5&hl=en",587,"2020-02-26 15:55:41","","","","",,,,,5,2.50,2,3,2,"Person re-identification has become a hot research topic due to its importance in surveillance and forensics applications. The purpose is to find the same person from disjoint camera views at different times and locations. Most of the existing approaches try to re …"
5,"S Wang, C Zhang, L Duan, L Wang, ...","Person re-identification based on deep spatio-temporal features and transfer learning",2016,"… Joint Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7727397/","https://scholar.google.com/scholar?cites=10484510051214555838&as_sdt=2005&sciodt=0,5&hl=en",589,"2020-02-26 15:55:41","","","","",,,,,5,1.25,1,5,4,"Person re-identification has become a hot research topic due to its importance in surveillance and forensics applications. The purpose of person re-identification is to find the same person from disjoint camera views at different time. Most of the existing methods try to …"
5,"J Lv, X Wang","Cross-dataset person re-identification using similarity preserved generative adversarial networks",2018,"… Conference on Knowledge Science, Engineering and …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-99247-1_15","https://scholar.google.com/scholar?cites=4231893808655836520&as_sdt=2005&sciodt=0,5&hl=en",594,"2020-02-26 15:55:41","","","","",,,,,5,2.50,3,2,2,"Person re-identification (Re-ID) aims to match the image frames which contain the same person in the surveillance videos. Most of the Re-ID algorithms conduct supervised training in some small labeled datasets, so directly deploying these trained models to the real-world …"
5,"J Yu, D Ko, H Moon, M Jeon","Deep discriminative representation learning for face verification and person re-identification on unconstrained condition",2018,"2018 25th IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8451494/","https://scholar.google.com/scholar?cites=11569599263953613335&as_sdt=2005&sciodt=0,5&hl=en",596,"2020-02-26 15:55:41","","","","",,,,,5,2.50,1,4,2,"In this paper, we address face verification and person re-identification tasks under the unconstrained condition. Both tasks under the unconstrained condition are difficult since the testing dataset can contain the identities not appeared in training dataset. To overcome the …"
5,"H Yang, X Wang, J Zhu, W Ma, H Su","Resolution adaptive feature extracting and fusing framework for person re-identification",2016,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231216307068","https://scholar.google.com/scholar?cites=16286041617301185705&as_sdt=2005&sciodt=0,5&hl=en",597,"2020-02-26 15:55:41","","","","",,,,,5,1.25,1,5,4,"Person re-identification has gained an increasing attention in both of academic research communities and industrial labs in recent years. It remains as a challenging problem due to the extracting and matching of reliable and distinctive features under different camera views …"
5,"SH Oh, SW Han, BS Choi, GW Kim, KS Lim","Deep feature learning for person re-identification in a large-scale crowdsourced environment",2018,"The Journal of …","Springer","https://link.springer.com/article/10.1007/s11227-017-2221-5","https://scholar.google.com/scholar?cites=12644681743556875088&as_sdt=2005&sciodt=0,5&hl=en",603,"2020-02-26 15:55:41","","","","",,,,,5,2.50,1,5,2,"Finding the same individual across cameras in disjoint views at different locations and times, which is known as person re-identification (re-id), is an important but difficult task in intelligent visual surveillance. However, to build a practical re-id system for large-scale and …"
5,"S Ghidoni, M Munaro","A multi-viewpoint feature-based re-identification system driven by skeleton keypoints",2017,"Robotics and Autonomous Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921889016305073","https://scholar.google.com/scholar?cites=3853517317384751972&as_sdt=2005&sciodt=0,5&hl=en",604,"2020-02-26 15:55:41","","","","",,,,,5,1.67,3,2,3,"Thanks to the increasing popularity of 3D sensors, robotic vision has experienced huge improvements in a wide range of applications and systems in the last years. Besides the many benefits, this migration caused some incompatibilities with those systems that cannot …"
5,"J Liu, W Li, H Pei, Y Wang, F Qu, Y Qu, Y Chen","Identity preserving generative adversarial network for cross-domain person re-identification",2019,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8792068/","https://scholar.google.com/scholar?cites=11971959988912009405&as_sdt=2005&sciodt=0,5&hl=en",608,"2020-02-26 15:55:41","","","","",,,,,5,5.00,1,7,1,"In this paper, we study the domain adaptive person re-identification (re-ID) problem: train a re-ID model on the labeled source domain and test it on the unlabeled target domain. It's known challenging due to the feature distribution bias between the source domain and …"
5,"C Riachy, A Bouridane","Person re-identification: Attribute-based feature evaluation",2018,"2018 IEEE 16th World Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8323991/","https://scholar.google.com/scholar?cites=6844804167013772909&as_sdt=2005&sciodt=0,5&hl=en",609,"2020-02-26 15:55:41","","","","",,,,,5,2.50,3,2,2,"Matching people across various camera views at different times and locations is called person re-identification (re-id). Despite remarkable recent advances in the field, the problem is still particularly challenging due to significant viewpoint angle variations, illumination …"
5,"M Chen, Y Ge, X Feng, C Xu, D Yang","Person re-identification by pose invariant deep metric learning with improved triplet loss",2018,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8522036/","https://scholar.google.com/scholar?cites=17490903606503371765&as_sdt=2005&sciodt=0,5&hl=en",610,"2020-02-26 15:55:41","","","","",,,,,5,2.50,1,5,2,"Person re-identification (re-ID) is a challenging problem in the community which aims at identifying person in a surveillance video. Despite recent advance in the field of computer vision, person re-ID still presents great challenge since person's presence is various under …"
5,"C Fields","Visual re-identification of individual objects: A core problem for organisms and AI",2016,"Cognitive processing","Springer","https://link.springer.com/article/10.1007/s10339-015-0736-3","https://scholar.google.com/scholar?cites=4104542772546024347&as_sdt=2005&sciodt=0,5&hl=en",611,"2020-02-26 15:55:41","","","","",,,,,5,1.25,5,1,4,"Two open questions about the visual re-identification of individual objects over extended time periods are briefly reviewed:(1) How much a priori information about the nature of objects, identity and time is required to support robust individual object re-identification …"
5,"TTT Pham, TL Le, TK Dao, DH Le, V Nguyen","A robust model for person re-identification in multimodal person localization",2015,"UBICOMM 2015","researchgate.net","https://www.researchgate.net/profile/Carlos_Westphall/publication/280125651_UBICOMM_2015_The_Ninth_International_Conference_on_Mobile_Ubiquitous_Computing_Systems_Services_and_Technologies/links/55ab3d0408ae481aa7fbd294.pdf?disableCoverPage=true#page=52","https://scholar.google.com/scholar?cites=3054785741404347703&as_sdt=2005&sciodt=0,5&hl=en",612,"2020-02-26 15:55:41","PDF","","","",,,,,5,1.00,1,5,5,"Determining person ID (Identity) is one of the crucial steps in indoor human localization system. It is more exactly stated as person Re-ID (Re-Identification) problem because for each user's position, the user ID at the first occurrence needs to be shown correspondingly …"
5,"A Barman, SK Shah","Improving person re-identification systems: A novel score fusion framework for rank-n recognition",2016,"Proceedings of the Tenth Indian Conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3009977.3010018","https://scholar.google.com/scholar?cites=3734431738603485765&as_sdt=2005&sciodt=0,5&hl=en",613,"2020-02-26 15:55:41","","","","",,,,,5,1.25,3,2,4,"Person re-identification is an essential technique for video surveillance applications. Most existing algorithms for person re-identification deal with feature extraction, metric learning or a combination of both. Combining successful state-of-the-art methods using score fusion …"
5,"H Chen, B Lagadec, F Bremond","Partition and reunion: A two-branch neural network for vehicle re-identification",2019,"Proc. CVPR Workshops","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPRW_2019/papers/AI%20City/Chen_Partition_and_Reunion_A_Two-Branch_Neural_Network_for_Vehicle_Re-identification_CVPRW_2019_paper.pdf","https://scholar.google.com/scholar?cites=11235911481211361154&as_sdt=2005&sciodt=0,5&hl=en",614,"2020-02-26 15:55:41","PDF","","","",,,,,5,5.00,2,3,1,"The smart city vision raises the prospect that cities will become more intelligent in various fields, such as more sustainable environment and a better quality of life for residents. As a key component of smart cities, intelligent transportation system highlights the importance of …"
5,"Y Rao, J Lu, J Zhou","Learning discriminative aggregation network for video-based face recognition and person re-identification",2019,"International Journal of Computer Vision","Springer","https://link.springer.com/article/10.1007/s11263-018-1135-x","https://scholar.google.com/scholar?cites=17021892518559986200&as_sdt=2005&sciodt=0,5&hl=en",616,"2020-02-26 15:55:41","","","","",,,,,5,5.00,2,3,1,"In this paper, we propose a discriminative aggregation network method for video-based face recognition and person re-identification, which aims to integrate information from video frames for feature representation effectively and efficiently. Unlike existing video aggregation …"
5,"P Antonio Marin-Reyes, A Palazzi, ...","Unsupervised vehicle re-identification using triplet networks",2018,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018_workshops/w3/html/Marin-Reyes_Unsupervised_Vehicle_Re-Identification_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=11157524471874949824&as_sdt=2005&sciodt=0,5&hl=en",620,"2020-02-26 15:55:41","","","","",,,,,5,2.50,2,3,2,"Vehicle re-identification plays a major role in modern smart surveillance systems. Specifically, the task requires the capability to predict the identity of a given vehicle, given a dataset of known associations, collected from different views and surveillance cameras …"
5,"NJ Goodall","Fundamental characteristics of Wi‑Fi and wireless local area network re-identification for transportation",2016,"IET Intelligent Transport Systems","IET","https://digital-library.theiet.org/content/journals/10.1049/iet-its.2016.0087","https://scholar.google.com/scholar?cites=1778064142107599443&as_sdt=2005&sciodt=0,5&hl=en",621,"2020-02-26 15:55:41","","","","",,,,,5,1.25,5,1,4,"Many transportation agencies use re-identification technologies to identify vehicles at multiple points along the roadway as a way to measure travel times and congestion. Examples of these technologies include license plate readers, toll tag transponders, and …"
5,"J Jia, Q Ruan, G An, Y Jin","Multiple metric learning with query adaptive weights and multi-task re-weighting for person re-identification",2017,"Computer Vision and Image Understanding","Elsevier","https://www.sciencedirect.com/science/article/pii/S1077314217300619","https://scholar.google.com/scholar?cites=11616904862954699802&as_sdt=2005&sciodt=0,5&hl=en",623,"2020-02-26 15:55:41","","","","",,,,,5,1.67,1,4,3,"Metric learning has been widely studied in person re-identification (re-id). However, most existing metric learning methods only learn one holistic Mahalanobis distance metric for the concatenated high dimensional feature. This single metric learning strategy cannot handle …"
5,"W Zhong, L Jiang, T Zhang, J Ji, H Xiong","Combining multilevel feature extraction and multi-loss learning for person re-identification",2019,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231219300153","https://scholar.google.com/scholar?cites=13106151376334472968&as_sdt=2005&sciodt=0,5&hl=en",625,"2020-02-26 15:55:41","","","","",,,,,5,5.00,1,5,1,"The goal of person re-identification (re-id) is to match images of the same person captured by multiple cameras with non-overlapping views. It is a challenging task due to the large spatial displacement and human pose change of person images across different views …"
5,"Q Zhou, H Fan, H Su, H Yang, S Zheng, ...","Weighted bilinear coding over salient body parts for person re-identification",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1803.08580","https://scholar.google.com/scholar?cites=16137283149349570215&as_sdt=2005&sciodt=0,5&hl=en",627,"2020-02-26 15:55:41","","","","",,,,,5,2.50,1,6,2,"Deep convolutional neural networks (CNNs) have demonstrated dominant performance in person re-identification (Re-ID). Existing CNN based methods utilize global average pooling (GAP) to aggregate intermediate convolutional features for Re-ID. However, this strategy …"
5,"L Qi, L Wang, J Huo, L Zhou, Y Shi, ...","A novel unsupervised camera-aware domain adaptation framework for person re-identification",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Qi_A_Novel_Unsupervised_Camera-Aware_Domain_Adaptation_Framework_for_Person_Re-Identification_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=8805088119215091832&as_sdt=2005&sciodt=0,5&hl=en",630,"2020-02-26 15:55:41","","","","",,,,,5,5.00,1,6,1,"Unsupervised cross-domain person re-identification (Re-ID) faces two key issues. One is the data distribution discrepancy between source and target domains, and the other is the lack of discriminative information in target domain. From the perspective of representation …"
5,"G Wang, J Lai, Z Xie, X Xie","Discovering underlying person structure pattern with relative local distance for person re-identification",2019,"arXiv preprint arXiv:1901.10100","arxiv.org","https://arxiv.org/abs/1901.10100","https://scholar.google.com/scholar?cites=9261950606944653194&as_sdt=2005&sciodt=0,5&hl=en",631,"2020-02-26 15:55:41","","","","",,,,,5,5.00,1,4,1,"Modeling the underlying person structure for person re-identification (re-ID) is difficult due to diverse deformable poses, changeable camera views and imperfect person detectors. How to exploit underlying person structure information without extra annotations to improve the …"
5,"M Jones, H Kobori","Improving face verification and person re-identification accuracy using hyperplane similarity",2017,"… of the IEEE International Conference on …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2017_workshops/w23/html/Jones_Improving_Face_Verification_ICCV_2017_paper.html","https://scholar.google.com/scholar?cites=6579060235403867736&as_sdt=2005&sciodt=0,5&hl=en",641,"2020-02-26 15:55:41","","","","",,,,,5,1.67,3,2,3,"The standard framework for using a convolutional neural network (CNN) for face verification is to compare the feature vectors taken from the penultimate network layer of a CNN trained to classify the identity of an input face using a softmax loss over identities. Feature vectors …"
5,"J Zhou, B Su, Y Wu","Easy identification from better constraints: Multi-shot person re-identification from reference constraints",2018,"… of the IEEE Conference on Computer …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Zhou_Easy_Identification_From_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=9730187062639511490&as_sdt=2005&sciodt=0,5&hl=en",642,"2020-02-26 15:55:41","","","","",,,,,5,2.50,2,3,2,"Multi-shot person re-identification (MsP-RID) utilizes multiple images from the same person to facilitate identification. Considering the fact that motion information may not be discriminative nor reliable enough for MsP-RID, this paper is focused on handling the large …"
5,"A Schumann, T Schuchert","Person re-identification in uav videos using relevance feedback",2015,"Video Surveillance and …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9407/94070Z/Person-re-identification-in-UAV-videos-using-relevance-feedback/10.1117/12.2083405.short","https://scholar.google.com/scholar?cites=2976823853064807295&as_sdt=2005&sciodt=0,5&hl=en",647,"2020-02-26 15:55:41","","","","",,,,,5,1.00,3,2,5,"In this paper we present an approach to recognize individual persons in aerial video data. We start from a baseline approach that matches a number of color and texture image features in order to find possible matches to a query person track. This approach is improved …"
5,"K Cheng, K Hui, Y Zhan, M Li","Sparse representations based distributed attribute learning for person re-identification",2017,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-017-4967-4","https://scholar.google.com/scholar?cites=13805607213862111857&as_sdt=2005&sciodt=0,5&hl=en",649,"2020-02-26 15:55:41","","","","",,,,,5,1.67,1,4,3,"Searching for specific persons from surveillance videos captured by different cameras, known as person re-identification, is a key yet under-addressed challenge. Difficulties arise from the large variations of human appearance in different poses, and from the different …"
5,"S Teng, X Liu, S Zhang, Q Huang","SCAN: Spatial and channel attention network for vehicle re-identification",2018,"Pacific Rim Conference on Multimedia","Springer","https://link.springer.com/chapter/10.1007/978-3-030-00764-5_32","https://scholar.google.com/scholar?cites=774487433329542850&as_sdt=2005&sciodt=0,5&hl=en",654,"2020-02-26 15:55:41","","","","",,,,,5,2.50,1,4,2,"Most existing methods on vehicle Re-Identification (ReID) extract global features on vehicles. However, as some vehicles have the same model and color, it is hard to distinguish them only depend on global appearance. Compared with global appearance …"
5,"S Zhou, J Wang, D Meng, Y Liang, ...","Discriminative feature learning with foreground attention for person re-identification",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8676064/","https://scholar.google.com/scholar?cites=15137090111744179126&as_sdt=2005&sciodt=0,5&hl=en",659,"2020-02-26 15:55:41","","","","",,,,,5,5.00,1,5,1,"The performance of person re-identification (Re-ID) has been seriously affected by the large cross-view appearance variations caused by mutual occlusions and background clutter. Hence, learning a feature representation that can adaptively emphasize the foreground …"
5,"Y Chen, S Duffner, A Stoian, JY Dufour, ...","Triplet CNN and pedestrian attribute recognition for improved person re-identification",2017,"2017 14th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8078542/","https://scholar.google.com/scholar?cites=5558633312677398829&as_sdt=2005&sciodt=0,5&hl=en",663,"2020-02-26 15:55:41","","","","",,,,,5,1.67,1,5,3,"In this paper, we propose a pedestrian attribute recognition approach and a CNN-based person re-identification framework enhanced by pedestrian attributes. The knowledge of person attributes can help video surveillance tasks like person re-identification as well as …"
5,"Y Xu, J Guo, Z Huang, W Qiu","Sparse coding with cross-view invariant dictionaries for person re-identification",2018,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-017-4893-5","https://scholar.google.com/scholar?cites=8720589948305761873&as_sdt=2005&sciodt=0,5&hl=en",670,"2020-02-26 15:55:41","","","","",,,,,5,2.50,1,4,2,"The task of matching observations of the same person in disjoint views captured by non-overlapping cameras is known as the person re-identification problem. It is challenging owing to low-quality images, inter-object occlusions, and variations in illumination …"
5,"YH Hassen, K Loukil, T Ouni, M Jallouli","Images selection and best descriptor combination for multi-shot person re-identification",2018,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-59480-4_2","https://scholar.google.com/scholar?cites=6771748323479894995&as_sdt=2005&sciodt=0,5&hl=en",671,"2020-02-26 15:55:41","","","","",,,,,5,2.50,1,4,2,"To re-identify a person is to check if he/she has been already seen over a cameras network. Recently, re-identifying people over large public cameras networks has become a crucial task of great importance to ensure public security. The vision community has deeply studied …"
5,"CW Wu, MT Zhong, Y Tsao, SW Yang, ...","Track-clustering error evaluation for track-based multi-camera tracking system employing human re-identification",2017,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2017_workshops/w17/html/Wu_Track-Clustering_Error_Evaluation_CVPR_2017_paper.html","https://scholar.google.com/scholar?cites=4340990841043564394&as_sdt=2005&sciodt=0,5&hl=en",677,"2020-02-26 15:55:41","","","","",,,,,5,1.67,1,5,3,"In this study, we present a set of new evaluation measures for the track-based multi-camera tracking (T-MCT) task leveraging the clustering measurements. We demonstrate that the proposed evaluation measures provide notable advantages over previous ones. Moreover …"
5,"JK Kang, TM Hoang, KR Park","Person re-identification between visible and thermal camera images based on deep residual CNN using single input",2019,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8705321/","https://scholar.google.com/scholar?cites=7937043674385101481&as_sdt=2005&sciodt=0,5&hl=en",691,"2020-02-26 15:55:41","","","","",,,,,5,5.00,2,3,1,"In recent years, numerous studies have been undertaken regarding person re-identification (ReID), an important issue for intelligent surveillance systems. Person ReID, however, is an extremely difficult problem because of variables such as different viewpoints and poses, and …"
5,"L Wu, Y Wang, J Gao, D Tao","Deep Co-attention based Comparators For Relative Representation Learning in Person Re-identification",2018,"arXiv preprint arXiv:1804.11027","arxiv.org","https://arxiv.org/abs/1804.11027","https://scholar.google.com/scholar?cites=2227786455698570198&as_sdt=2005&sciodt=0,5&hl=en",693,"2020-02-26 15:55:41","","","","",,,,,5,2.50,1,4,2,"Person re-identification (re-ID) requires rapid, flexible yet discriminant representations to quickly generalize to unseen observations on-the-fly and recognize the same identity across disjoint camera views. Recent effective methods are developed in a pair-wise similarity …"
